periodo,cve_ent,ent,cve_mun,ent_mun,mun,evmun2018,ev2018,ev2008,ev1998,pob_tot,hombres,mujeres,analf,po2sm,gini,hom_doloso,hom_culposo,num_consul,ictpc,inc_delic15,evmun2018.IMP,hom_doloso.IMP,hom_culposo.IMP,inc_delic15.IMP
2016,1,Aguascalientes,1001,11,Aguascalientes,74.3,75.7,75.74,74.79,875860,425135,450725,2.06,31.13,0.437,27,105,238,"3,529.83",18445,74.3,27,105,18445
2016,1,Aguascalientes,1002,12,Asientos,73.8,75.7,75.74,74.79,49934,24768,25167,4.47,52.76,0.371,0,12,24,"1,360.06",236,73.8,0,12,236
2016,1,Aguascalientes,1003,13,Calvillo,74.2,75.7,75.74,74.79,58267,28385,29882,4.8,61.95,0.384,3,11,45,"1,733.43",543,74.2,3,11,543
2016,1,Aguascalientes,1004,14,Cosío,NA,75.7,75.74,74.79,16378,8036,8342,4.35,49.79,0.381,0,2,7,"1,804.29",153,73.5852499,0,2,153
2016,1,Aguascalientes,1005,15,Jesús María,74.5,75.7,75.74,74.79,113254,55814,57440,3.26,33.77,0.421,2,18,28,"2,404.17",1220,74.5,2,18,1220
2016,1,Aguascalientes,1006,16,Pabellón de Arteaga,74.2,75.7,75.74,74.79,45183,21771,23412,3.41,41.48,0.431,1,10,16,"2,483.32",641,74.2,1,10,641
2016,1,Aguascalientes,1007,17,Rincón de Romos,74.2,75.7,75.74,74.79,53225,26222,27003,3.53,43.44,0.432,3,19,39,"2,157.07",528,74.2,3,19,528
2016,1,Aguascalientes,1008,18,San José de Gracia,NA,75.7,75.74,74.79,9258,4468,4790,3.2,44.93,0.452,0,3,12,"1,830.86",55,71.45124942,0,3,55
2016,1,Aguascalientes,1009,19,Tepezalá,NA,75.7,75.74,74.79,21698,10651,11047,4.23,49.39,0.349,0,1,12,"1,634.39",147,73.62805986,0,1,147
2016,1,Aguascalientes,1010,110,El Llano,NA,75.7,75.74,74.79,20499,10446,10052,4.92,48.8,0.357,1,5,9,"1,499.43",156,73.84727145,1,5,156
2016,1,Aguascalientes,1011,111,San Francisco de los Romo,74.4,75.7,75.74,74.79,41188,20301,20886,2.94,35.49,0.393,2,8,10,"2,231.56",450,74.4,2,8,450
2016,2,Baja California,2001,21,Ensenada,74.3,75.76,75.47,74.08,527666,264849,262817,3.58,29.63,0.452,59,92,178,"3,238.19",14772,74.3,59,92,14772
2016,2,Baja California,2002,22,Mexicali,74.3,75.76,75.47,74.08,1039260,522555,516705,1.55,23.09,0.44,112,34,228,"3,611.31",39775,74.3,112,34,39775
2016,2,Baja California,2003,23,Tecate,74.4,75.76,75.47,74.08,112604,58887,53717,2.32,25.36,0.445,55,24,30,"4,384.29",3867,74.4,55,24,3867
2016,2,Baja California,2004,24,Tijuana,74.3,75.76,75.47,74.08,1748062,872663,875399,1.69,20.47,0.438,867,159,209,"3,662.56",42927,74.3,867,159,42927
2016,2,Baja California,2005,25,Playas de Rosarito,74.3,75.76,75.47,74.08,107096,54403,52693,2.31,25.72,0.456,77,26,22,"3,665.03",3312,74.3,77,26,3312
2016,3,Baja California Sur,3001,31,Comondú,74.2,75.64,75.44,73.76,81374,41905,39469,5.06,40.1,0.417,14,1,29,"2,721.68",1682,74.2,14,1,1682
2016,3,Baja California Sur,3002,32,Mulegé,74.2,75.64,75.44,73.76,68710,35170,33539,5.06,28.16,0.41,6,3,28,"2,664.72",1284,74.2,6,3,1284
2016,3,Baja California Sur,3003,33,La Paz,74.3,75.64,75.44,73.76,297804,148804,149000,1.86,22.24,0.44,126,30,107,"4,326.02",10263,74.3,126,30,10263
2016,3,Baja California Sur,3008,38,Los Cabos,74.9,75.64,75.44,73.76,317224,161736,155488,1.96,17.32,0.461,68,22,77,"4,621.59",7863,74.9,68,22,7863
2016,3,Baja California Sur,3009,39,Loreto,NA,75.64,75.44,73.76,21753,11648,10106,2.49,27.46,0.424,2,0,10,"2,727.11",323,73.92119708,2,0,323
2016,4,Campeche,4001,41,Calkiní,73.8,74.52,74.94,72.78,58481,28683,29798,11.1,54.47,0.479,1,7,22,"2,113.88",31,73.8,1,7,31
2016,4,Campeche,4002,42,Campeche,74.4,74.52,74.94,72.78,290649,140821,149829,3.98,38.21,0.448,16,21,134,"3,386.36",613,74.4,16,21,613
2016,4,Campeche,4003,43,Carmen,74.2,74.52,74.94,72.78,250731,124685,126046,4.08,22.42,0.485,36,17,58,"3,669.16",696,74.2,36,17,696
2016,4,Campeche,4004,44,Champotón,73.8,74.52,74.94,72.78,92637,46428,46208,10.04,56.78,0.395,9,9,28,"1,681.11",53,73.8,9,9,53
2016,4,Campeche,4005,45,Hecelchakán,73.8,74.52,74.94,72.78,31012,15313,15699,9.67,51.36,0.437,1,5,8,"2,045.47",20,73.8,1,5,20
2016,4,Campeche,4006,46,Hopelchén,73.8,74.52,74.94,72.78,41699,21189,20511,10.12,66.58,0.448,1,3,30,"1,242.51",22,73.8,1,3,22
2016,4,Campeche,4007,47,Palizada,NA,74.52,74.94,72.78,8806,4422,4384,9.87,59.81,0.441,0,0,13,"1,668.65",8,73.61889688,0,0,8
2016,4,Campeche,4008,48,Tenabo,NA,74.52,74.94,72.78,10748,5481,5267,10.92,63.63,0.432,0,2,4,"1,878.91",40,73.67781001,0,2,40
2016,4,Campeche,4009,49,Escárcega,73.9,74.52,74.94,72.78,60399,29943,30456,9.55,58.84,0.461,6,11,36,"1,456.35",72,73.9,6,11,72
2016,4,Campeche,4010,410,Calakmul,NA,74.52,74.94,72.78,30277,15273,15004,15.29,44.78,0.462,3,6,23,787.17,36,73.3157346,3,6,36
2016,4,Campeche,4011,411,Candelaria,73.1,74.52,74.94,72.78,46078,23369,22708,12.8,60.34,0.45,7,5,49,"1,080.65",131,73.1,7,5,131
2016,5,Coahuila,5001,51,Abasolo,NA,75.48,75.38,74.06,1144,568,576,2.6,43.35,0.369,0,0,3,"2,092.01",7,72.19603505,0,0,7
2016,5,Coahuila,5002,52,Acuña,74.4,75.48,75.38,74.06,147985,73495,74490,1.76,44.27,0.4,12,12,19,"2,927.30",3456,74.4,12,12,3456
2016,5,Coahuila,5003,53,Allende,74.6,75.48,75.38,74.06,24939,12224,12715,2.05,28.02,0.413,1,3,10,"3,794.68",504,74.6,1,3,504
2016,5,Coahuila,5004,54,Arteaga,74.2,75.48,75.38,74.06,24824,12658,12166,5.31,40.11,0.379,0,8,15,"1,591.38",325,74.2,0,8,325
2016,5,Coahuila,5005,55,Candela,NA,75.48,75.38,74.06,1897,974,923,6.62,43.54,0.37,0,0,2,"1,695.41",7,72.9739821,0,0,7
2016,5,Coahuila,5006,56,Castaños,74.7,75.48,75.38,74.06,27958,13992,13967,1.86,24.76,0.378,0,2,4,"2,565.41",505,74.7,0,2,505
2016,5,Coahuila,5007,57,Cuatro Ciénegas,74.2,75.48,75.38,74.06,13809,6918,6891,4.15,41.16,0.434,1,2,12,"2,234.11",126,74.2,1,2,126
2016,5,Coahuila,5008,58,Escobedo,NA,75.48,75.38,74.06,3056,1553,1503,3.3,36.43,0.365,1,0,3,"1,635.07",12,73.96143044,1,0,12
2016,5,Coahuila,5009,59,Francisco I. Madero,74.2,75.48,75.38,74.06,59992,29801,30191,3.77,44.71,0.398,5,7,25,"2,117.99",494,74.2,5,7,494
2016,5,Coahuila,5010,510,Frontera,74.5,75.48,75.38,74.06,80771,40207,40564,1.46,19.27,0.37,3,4,8,"2,840.39",1603,74.5,3,4,1603
2016,5,Coahuila,5011,511,General Cepeda,73.9,75.48,75.38,74.06,12129,6249,5880,6.56,38.4,0.523,2,9,6,"1,812.19",186,73.9,2,9,186
2016,5,Coahuila,5012,512,Guerrero,NA,75.48,75.38,74.06,2249,1166,1083,6.75,40.82,0.393,0,1,2,"1,990.92",14,73.55323299,0,1,14
2016,5,Coahuila,5013,513,Hidalgo,NA,75.48,75.38,74.06,2096,1046,1051,6.92,21.86,0.358,0,1,2,"1,659.03",12,72.9398582,0,1,12
2016,5,Coahuila,5014,514,Jiménez,NA,75.48,75.38,74.06,10337,5206,5131,3.81,54.8,0.347,0,0,5,"1,697.52",91,72.91335712,0,0,91
2016,5,Coahuila,5015,515,Juárez,NA,75.48,75.38,74.06,1788,929,859,2.11,32.89,0.366,0,0,2,"1,559.48",18,73.29997215,0,0,18
2016,5,Coahuila,5016,516,Lamadrid,NA,75.48,75.38,74.06,1929,984,944,3.71,40.63,0.396,0,0,3,"2,050.84",5,0,0,0,5
2016,5,Coahuila,5017,517,Matamoros,74.2,75.48,75.38,74.06,114829,57021,57808,3.16,42.72,0.383,9,11,26,"2,276.66",897,74.2,9,11,897
2016,5,Coahuila,5018,518,Monclova,74.3,75.48,75.38,74.06,233342,115532,117810,1.34,17.88,0.409,24,12,41,"3,791.49",5268,74.3,24,12,5268
2016,5,Coahuila,5019,519,Morelos,NA,75.48,75.38,74.06,9022,4463,4559,2.55,33.02,0.4,1,1,2,"2,755.58",108,70.89083628,1,1,108
2016,5,Coahuila,5020,520,Múzquiz,74.7,75.48,75.38,74.06,71213,35539,35674,2.8,33.15,0.377,6,4,19,"2,539.26",1557,74.7,6,4,1557
2016,5,Coahuila,5021,521,Nadadores,NA,75.48,75.38,74.06,6803,3398,3405,3.3,30.49,0.383,0,1,4,"2,358.14",53,71.5176027,0,1,53
2016,5,Coahuila,5022,522,Nava,74.4,75.48,75.38,74.06,30010,15223,14787,2.38,30.23,0.364,0,7,3,"2,540.80",510,74.4,0,7,510
2016,5,Coahuila,5023,523,Ocampo,NA,75.48,75.38,74.06,11737,5990,5747,4.4,33.26,0.378,0,2,11,"1,742.76",52,73.21680409,0,2,52
2016,5,Coahuila,5024,524,Parras,74.1,75.48,75.38,74.06,47418,23971,23447,4.21,54.54,0.428,2,16,15,"2,449.26",642,74.1,2,16,642
2016,5,Coahuila,5025,525,Piedras Negras,74.3,75.48,75.38,74.06,163142,81567,81575,1.5,31.7,0.403,20,11,33,"3,337.38",4752,74.3,20,11,4752
2016,5,Coahuila,5026,526,Progreso,NA,75.48,75.38,74.06,3629,1845,1784,4.65,32.39,0.346,1,0,3,"1,914.94",20,68.99999379,1,0,20
2016,5,Coahuila,5027,527,Ramos Arizpe,74.4,75.48,75.38,74.06,89850,45411,44438,2.01,16.54,0.446,6,10,9,"3,316.22",1324,74.4,6,10,1324
2016,5,Coahuila,5028,528,Sabinas,74.8,75.48,75.38,74.06,67529,33543,33986,1.94,23.73,0.411,4,9,8,"3,306.10",1623,74.8,4,9,1623
2016,5,Coahuila,5029,529,Sacramento,NA,75.48,75.38,74.06,2520,1274,1246,3.72,31.71,0.411,0,0,2,"2,249.37",12,68.59997462,0,0,12
2016,5,Coahuila,5030,530,Saltillo,74.3,75.48,75.38,74.06,798042,394336,403707,1.54,17.01,0.442,24,44,130,"3,767.67",11043,74.3,24,44,11043
2016,5,Coahuila,5031,531,San Buenaventura,74.8,75.48,75.38,74.06,24410,12130,12280,1.82,21.91,0.406,2,2,3,"3,232.98",462,74.8,2,2,462
2016,5,Coahuila,5032,532,San Juan de Sabinas,74.6,75.48,75.38,74.06,43759,21498,22261,1.64,29.36,0.405,4,3,27,"3,492.86",782,74.6,4,3,782
2016,5,Coahuila,5033,533,San Pedro,74.2,75.48,75.38,74.06,110530,55262,55269,4.66,56.32,0.403,6,15,38,"1,894.59",1355,74.2,6,15,1355
2016,5,Coahuila,5034,534,Sierra Mojada,NA,75.48,75.38,74.06,7294,3756,3537,3.37,21.19,0.379,0,0,4,"2,209.29",49,74.38916909,0,0,49
2016,5,Coahuila,5035,535,Torreón,74.3,75.48,75.38,74.06,700656,341518,359137,1.49,31.8,0.452,76,63,70,"3,595.39",8289,74.3,76,63,8289
2016,5,Coahuila,5036,536,Viesca,73.8,75.48,75.38,74.06,22950,11544,11407,5.42,57.4,0.482,2,2,12,"1,569.04",61,73.8,2,2,61
2016,5,Coahuila,5037,537,Villa Unión,NA,75.48,75.38,74.06,6523,3334,3190,2.92,46.93,0.346,0,0,3,"2,230.16",113,69.64390151,0,0,113
2016,5,Coahuila,5038,538,Zaragoza,74.2,75.48,75.38,74.06,13260,6691,6569,2.75,40.06,0.378,0,1,5,"2,481.70",232,74.2,0,1,232
2016,6,Colima,6001,61,Armería,73.8,75.3,75.35,73.89,32182,16175,16007,8.71,55.33,0.591,33,8,16,"2,609.63",205,73.8,33,8,205
2016,6,Colima,6002,62,Colima,74.5,75.3,75.35,73.89,163393,79125,84267,2.86,27.82,0.45,103,17,105,"4,237.38",1636,74.5,103,17,1636
2016,6,Colima,6003,63,Comala,74.2,75.3,75.35,73.89,22586,11354,11233,3.99,43.61,0.397,4,4,16,"1,900.23",100,74.2,4,4,100
2016,6,Colima,6004,64,Coquimatlán,74.2,75.3,75.35,73.89,21550,10729,10821,5.55,39.65,0.383,8,2,14,"2,095.92",106,74.2,8,2,106
2016,6,Colima,6005,65,Cuauhtémoc,75.2,75.3,75.35,73.89,29048,14379,14670,3.5,35.19,0.402,19,4,15,"3,049.28",238,75.2,19,4,238
2016,6,Colima,6006,66,Ixtlahuacán,NA,75.3,75.35,73.89,5846,2961,2885,10.61,62.42,0.393,1,0,24,"1,937.72",44,73.6351455,1,0,44
2016,6,Colima,6007,67,Manzanillo,74.3,75.3,75.35,73.89,184855,91913,92941,3.05,22.39,0.458,150,33,80,"3,703.90",2058,74.3,150,33,2058
2016,6,Colima,6008,68,Minatitlán,NA,75.3,75.35,73.89,8948,4551,4397,6.02,33.78,0.402,2,0,10,"2,044.18",36,71.50600572,2,0,36
2016,6,Colima,6009,69,Tecomán,74.1,75.3,75.35,73.89,127145,63677,63467,7.38,46.58,0.403,159,22,74,"2,264.82",1289,74.1,159,22,1289
2016,6,Colima,6010,610,Villa de Álvarez,74.4,75.3,75.35,73.89,140170,67688,72482,1.71,24.88,0.439,23,5,18,"4,553.80",849,74.4,23,5,849
2016,7,Chiapas,7001,71,Acacoyagua,73.8,74.05,75.01,73,18729,9382,9347,11.81,66.74,0.425,3,5,3,"1,035.43",82,73.8,3,5,82
2016,7,Chiapas,7002,72,Acala,73.8,74.05,75.01,73,32061,15922,16140,16.52,64.08,0.439,0,5,14,"1,206.12",49,73.8,0,5,49
2016,7,Chiapas,7003,73,Acapetahua,73.3,74.05,75.01,73,30825,15572,15253,15.37,71.56,0.432,4,7,6,"1,127.03",125,73.3,4,7,125
2016,7,Chiapas,7004,74,Altamirano,72,74.05,75.01,73,34221,17090,17131,25.05,80.61,0.548,0,5,9,773.18,61,72,0,5,61
2016,7,Chiapas,7005,75,Amatán,72.6,74.05,75.01,73,22989,11665,11324,23.35,80.41,0.421,2,1,8,625.58,33,72.6,2,1,33
2016,7,Chiapas,7006,76,Amatenango de la Frontera,73.1,74.05,75.01,73,33305,16392,16913,15.71,70.58,0.41,0,0,8,753.57,28,73.1,0,0,28
2016,7,Chiapas,7007,77,Amatenango del Valle,NA,74.05,75.01,73,9196,4384,4811,31.21,88.96,0.399,0,0,,716.16,13,72.45564633,0,0,13
2016,7,Chiapas,7008,78,Angel Albino Corzo,72.8,74.05,75.01,73,26951,13432,13520,19.86,73.48,0.424,1,4,11,936.86,51,72.8,1,4,51
2016,7,Chiapas,7009,79,Arriaga,73.8,74.05,75.01,73,42456,20683,21773,8.3,63.41,0.432,13,16,29,"1,721.76",303,73.8,13,16,303
2016,7,Chiapas,7010,710,Bejucal de Ocampo,NA,74.05,75.01,73,8367,4239,4128,11.47,76.84,0.375,0,1,2,622.12,3,72.85533436,0,1,3
2016,7,Chiapas,7011,711,Bella Vista,73.1,74.05,75.01,73,20971,10368,10603,11.59,68.79,0.363,0,0,8,722.72,12,73.1,0,0,12
2016,7,Chiapas,7012,712,Berriozábal,72.7,74.05,75.01,73,51163,25192,25972,11.64,57.02,0.448,11,14,12,"1,445.36",181,72.7,11,14,181
2016,7,Chiapas,7013,713,Bochil,72.2,74.05,75.01,73,34218,16957,17261,15.51,77.88,0.505,2,5,2,"1,125.41",108,72.2,2,5,108
2016,7,Chiapas,7014,714,El Bosque,72,74.05,75.01,73,21690,10670,11019,25.95,82.35,0.429,1,1,4,628.68,18,72,1,1,18
2016,7,Chiapas,7015,715,Cacahoatán,73.8,74.05,75.01,73,47369,23159,24210,11.63,71.42,0.458,5,10,7,"1,507.04",115,73.8,5,10,115
2016,7,Chiapas,7016,716,Catazajá,73.8,74.05,75.01,73,18585,9412,9173,15.83,70.13,0.461,2,3,4,"1,372.95",89,73.8,2,3,89
2016,7,Chiapas,7017,717,Cintalapa,73.8,74.05,75.01,73,84295,42024,42271,10.99,65.75,0.464,9,14,27,"1,440.86",362,73.8,9,14,362
2016,7,Chiapas,7018,718,Coapilla,NA,74.05,75.01,73,9212,4562,4650,15.71,77.65,0.452,0,0,9,877.25,19,72.99855341,0,0,19
2016,7,Chiapas,7019,719,Comitán de Domínguez,73.8,74.05,75.01,73,160859,77293,83566,11.46,62.25,0.45,9,42,57,"1,887.74",805,73.8,9,42,805
2016,7,Chiapas,7020,720,La Concordia,72.9,74.05,75.01,73,48716,24352,24364,19.35,79.38,0.402,4,6,21,"1,039.98",71,72.9,4,6,71
2016,7,Chiapas,7021,721,Copainalá,73.8,74.05,75.01,73,22493,11074,11419,11.98,71.16,0.445,2,0,13,"1,252.59",66,73.8,2,0,66
2016,7,Chiapas,7022,722,Chalchihuitán,71.4,74.05,75.01,73,14783,7265,7518,32.17,84.9,0.377,1,4,9,446.16,12,71.4,1,4,12
2016,7,Chiapas,7023,723,Chamula,72.5,74.05,75.01,73,85177,39048,46129,37.45,85.33,0.391,4,3,32,552.84,57,72.5,4,3,57
2016,7,Chiapas,7024,724,Chanal,NA,74.05,75.01,73,11661,5842,5818,26.24,47.75,0.39,1,4,6,671.72,35,72.65225322,1,4,35
2016,7,Chiapas,7025,725,Chapultenango,NA,74.05,75.01,73,7784,3879,3905,15.99,62.38,0.427,0,2,2,998.74,10,73.36970204,0,2,10
2016,7,Chiapas,7026,726,Chenalhó,72,74.05,75.01,73,39618,19548,20071,28.33,73.76,0.431,4,4,19,522.58,46,72,4,4,46
2016,7,Chiapas,7027,727,Chiapa de Corzo,73.8,74.05,75.01,73,100669,49492,51177,10.59,52.39,0.48,17,47,18,"1,721.82",689,73.8,17,47,689
2016,7,Chiapas,7028,728,Chiapilla,NA,74.05,75.01,73,5915,3015,2900,24.6,77.29,0.396,0,0,4,977.69,4,71.88830537,0,0,4
2016,7,Chiapas,7029,729,Chicoasén,NA,74.05,75.01,73,5231,2602,2629,10.46,44.15,0.395,2,2,,"1,320.57",39,69.49608919,2,2,39
2016,7,Chiapas,7030,730,Chicomuselo,72.8,74.05,75.01,73,34876,17411,17465,15.84,71.38,0.449,0,5,14,861.18,50,72.8,0,5,50
2016,7,Chiapas,7031,731,Chilón,71.9,74.05,75.01,73,123627,61015,62612,30.42,75.04,0.449,9,6,69,557.07,175,71.9,9,6,175
2016,7,Chiapas,7032,732,Escuintla,73.2,74.05,75.01,73,32726,16152,16574,12.11,70.29,0.496,4,15,13,"1,195.15",232,73.2,4,15,232
2016,7,Chiapas,7033,733,Francisco León,NA,74.05,75.01,73,7600,3851,3749,21.14,86.22,0.354,0,0,5,693.23,5,73.09770134,0,0,5
2016,7,Chiapas,7034,734,Frontera Comalapa,73.9,74.05,75.01,73,76369,37530,38839,11.65,76.66,0.439,8,9,32,"1,174.98",170,73.9,8,9,170
2016,7,Chiapas,7035,735,Frontera Hidalgo,73.2,74.05,75.01,73,14286,7009,7277,14.52,68.68,0.466,4,4,5,"1,339.49",43,73.2,4,4,43
2016,7,Chiapas,7036,736,La Grandeza,NA,74.05,75.01,73,7706,3864,3843,11.38,62.2,0.425,0,1,,751.25,0,72.74342852,0,1,0
2016,7,Chiapas,7037,737,Huehuetán,73.2,74.05,75.01,73,36871,18092,18778,13.41,64.34,0.478,1,7,5,"1,471.74",77,73.2,1,7,77
2016,7,Chiapas,7038,738,Huixtán,72.8,74.05,75.01,73,23532,11624,11909,20.87,63.75,0.401,3,2,8,610.72,22,72.8,3,2,22
2016,7,Chiapas,7039,739,Huitiupán,72.4,74.05,75.01,73,24820,12529,12291,21.93,66.98,0.444,1,2,10,660.22,24,72.4,1,2,24
2016,7,Chiapas,7040,740,Huixtla,73.8,74.05,75.01,73,55647,27035,28613,10.59,67.45,0.448,3,16,19,"1,734.32",421,73.8,3,16,421
2016,7,Chiapas,7041,741,La Independencia,73,74.05,75.01,73,46152,22794,23358,15.42,72.43,0.371,2,1,10,761.86,16,73,2,1,16
2016,7,Chiapas,7042,742,Ixhuatán,NA,74.05,75.01,73,11567,5750,5817,17.27,83.39,0.418,0,1,8,795.25,10,73.26456944,0,1,10
2016,7,Chiapas,7043,743,Ixtacomitán,NA,74.05,75.01,73,10964,5462,5502,12.26,66.46,0.502,1,0,7,"1,224.35",39,73.09143206,1,0,39
2016,7,Chiapas,7044,744,Ixtapa,72.8,74.05,75.01,73,27428,13507,13921,14.1,74.69,0.426,1,1,8,864.35,35,72.8,1,1,35
2016,7,Chiapas,7045,745,Ixtapangajoya,NA,74.05,75.01,73,6100,3085,3015,15.33,74.49,0.37,0,1,4,755.81,15,71.01832318,0,1,15
2016,7,Chiapas,7046,746,Jiquipilas,73.8,74.05,75.01,73,40390,19905,20485,11.23,74.06,0.453,2,6,15,"1,384.50",97,73.8,2,6,97
2016,7,Chiapas,7047,747,Jitotol,72.3,74.05,75.01,73,21300,10699,10602,20.32,72.06,0.488,5,1,3,753.82,54,72.3,5,1,54
2016,7,Chiapas,7048,748,Juárez,73.8,74.05,75.01,73,22609,11174,11435,12.56,57.3,0.433,3,10,5,"1,414.75",92,73.8,3,10,92
2016,7,Chiapas,7049,749,Larráinzar,71.8,74.05,75.01,73,22375,11053,11322,22.19,83.83,0.398,0,5,17,473.96,21,71.8,0,5,21
2016,7,Chiapas,7050,750,La Libertad,NA,74.05,75.01,73,5076,2478,2598,12.99,76.25,0.449,0,0,1,"1,286.40",3,72.67733465,0,0,3
2016,7,Chiapas,7051,751,Mapastepec,73.8,74.05,75.01,73,49505,24456,25049,13.68,66.85,0.457,12,14,6,"1,263.04",239,73.8,12,14,239
2016,7,Chiapas,7052,752,Las Margaritas,72.4,74.05,75.01,73,124499,61010,63488,20.36,81.13,0.491,9,12,54,735.17,143,72.4,9,12,143
2016,7,Chiapas,7053,753,Mazapa de Madero,NA,74.05,75.01,73,8499,4202,4298,9.53,64.57,0.396,0,0,5,810.11,6,73.83883316,0,0,6
2016,7,Chiapas,7054,754,Mazatán,73.3,74.05,75.01,73,29193,14342,14850,13.18,76.81,0.431,3,12,7,"1,338.85",123,73.3,3,12,123
2016,7,Chiapas,7055,755,Metapa,NA,74.05,75.01,73,5444,2608,2836,10.91,64.83,0.417,0,2,,"1,684.34",31,70.72790106,0,2,31
2016,7,Chiapas,7056,756,Mitontic,NA,74.05,75.01,73,12529,6199,6330,40.81,78.8,0.389,0,0,2,491.33,11,72.85009782,0,0,11
2016,7,Chiapas,7057,757,Motozintla,73,74.05,75.01,73,78204,38425,39778,11.55,62.96,0.456,5,2,17,"1,066.41",110,73,5,2,110
2016,7,Chiapas,7058,758,Nicolás Ruíz,NA,74.05,75.01,73,4612,2382,2230,18.67,86.27,0.343,0,0,,832.73,1,0,0,0,1
2016,7,Chiapas,7059,759,Ocosingo,71.6,74.05,75.01,73,221905,110387,111517,22.96,62.96,0.51,14,19,77,829.58,517,71.6,14,19,517
2016,7,Chiapas,7060,760,Ocotepec,72.7,74.05,75.01,73,12671,6270,6401,34.98,75.62,0.461,0,3,2,630.17,3,72.7,0,3,3
2016,7,Chiapas,7061,761,Ocozocoautla de Espinosa,72.9,74.05,75.01,73,91627,45082,46545,11.43,64.37,0.446,13,19,17,"1,150.68",258,72.9,13,19,258
2016,7,Chiapas,7062,762,Ostuacán,72.8,74.05,75.01,73,18231,9200,9031,15.62,69.45,0.426,4,3,17,"1,011.78",50,72.8,4,3,50
2016,7,Chiapas,7063,763,Osumacinta,NA,74.05,75.01,73,4155,2047,2108,10.33,66.67,0.419,0,0,1,976.27,3,0,0,0,3
2016,7,Chiapas,7064,764,Oxchuc,72.5,74.05,75.01,73,45097,22786,22311,17.06,56.77,0.467,1,4,18,680.53,96,72.5,1,4,96
2016,7,Chiapas,7065,765,Palenque,72.5,74.05,75.01,73,124262,61197,63065,16.45,63.26,0.47,24,23,35,"1,183.85",691,72.5,24,23,691
2016,7,Chiapas,7066,766,Pantelhó,72,74.05,75.01,73,21783,10804,10979,37.81,77.85,0.443,8,2,5,573.24,23,72,8,2,23
2016,7,Chiapas,7067,767,Pantepec,NA,74.05,75.01,73,11820,5842,5978,26.39,71.87,0.36,0,1,6,576.4,14,72.70947831,0,1,14
2016,7,Chiapas,7068,768,Pichucalco,73.8,74.05,75.01,73,31658,15685,15973,13.02,63.53,0.454,8,6,19,"1,772.82",199,73.8,8,6,199
2016,7,Chiapas,7069,769,Pijijiapan,73.3,74.05,75.01,73,54259,26818,27441,13.65,70.55,0.446,6,15,43,"1,027.62",173,73.3,6,15,173
2016,7,Chiapas,7070,770,El Porvenir,72.9,74.05,75.01,73,13740,6840,6900,10.06,83.7,0.388,0,1,6,763.34,8,72.9,0,1,8
2016,7,Chiapas,7071,771,Villa Comaltitlán,73.2,74.05,75.01,73,29869,14825,15043,13.94,71.95,0.423,0,6,7,"1,039.82",142,73.2,0,6,142
2016,7,Chiapas,7072,772,Pueblo Nuevo Solistahuacán,72.2,74.05,75.01,73,34046,16575,17471,24.03,58.4,0.505,8,3,11,884.84,107,72.2,8,3,107
2016,7,Chiapas,7073,773,Rayón,NA,74.05,75.01,73,9875,4909,4966,20.11,50.39,0.498,0,0,3,967.19,25,73.27460806,0,0,25
2016,7,Chiapas,7074,774,Reforma,74.3,74.05,75.01,73,46379,22717,23662,6.95,28.05,0.515,8,14,12,"2,309.02",518,74.3,8,14,518
2016,7,Chiapas,7075,775,Las Rosas,72.9,74.05,75.01,73,27064,13401,13664,26,80.74,0.472,1,1,9,"1,013.04",11,72.9,1,1,11
2016,7,Chiapas,7076,776,Sabanilla,72.4,74.05,75.01,73,27204,13593,13611,21.96,89.33,0.412,1,3,4,576.67,24,72.4,1,3,24
2016,7,Chiapas,7077,777,Salto de Agua,72.6,74.05,75.01,73,61848,30617,31231,24.27,82.11,0.41,0,0,17,898.89,53,72.6,0,0,53
2016,7,Chiapas,7078,778,San Cristóbal de las Casas,74,74.05,75.01,73,209506,100191,109315,10.1,56.28,0.498,13,29,55,"2,142.71",1243,74,13,29,1243
2016,7,Chiapas,7079,779,San Fernando,73.9,74.05,75.01,73,36517,18356,18161,13.47,55.82,0.413,3,3,9,"1,216.66",64,73.9,3,3,64
2016,7,Chiapas,7080,780,Siltepec,72.6,74.05,75.01,73,40638,20602,20036,15.49,88.05,0.41,3,0,7,754.3,32,72.6,3,0,32
2016,7,Chiapas,7081,781,Simojovel,71.9,74.05,75.01,73,46472,22832,23640,27.53,72.89,0.538,1,5,11,695.09,77,71.9,1,5,77
2016,7,Chiapas,7082,782,Sitalá,NA,74.05,75.01,73,13785,6823,6962,42.77,89.86,0.395,0,1,12,449.26,10,73.0749413,0,1,10
2016,7,Chiapas,7083,783,Socoltenango,73.1,74.05,75.01,73,18924,9441,9483,19.58,78.68,0.407,0,2,10,952.02,12,73.1,0,2,12
2016,7,Chiapas,7084,784,Solosuchiapa,NA,74.05,75.01,73,8503,4290,4213,19.19,78.19,0.393,0,1,4,799.59,25,72.34785943,0,1,25
2016,7,Chiapas,7085,785,Soyaló,NA,74.05,75.01,73,10723,5348,5375,16.77,69,0.41,0,1,3,"1,092.10",23,73.45211807,0,1,23
2016,7,Chiapas,7086,786,Suchiapa,73.8,74.05,75.01,73,23689,11824,11865,14.43,58.23,0.424,1,3,6,"1,359.59",67,73.8,1,3,67
